target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,date,expName,psychopyVersion,frameRate
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,3,183,1,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,neutral,k,k,1,0.715287800005171,525.142344899999,526.145034600049,526.145034600049,None,525.142344899999,None,525.142344899999,None,525.142344899999,None,526.859249110048,None,526.859249110048,None,526.859249110048,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,4,184,13,,NaN,NaN,,NaN,,NaN,,main,1,1,2,positive,neutral,k,k,1,0.681471499963664,526.862790000043,527.878216000041,527.861540400016,None,526.862790000043,None,526.862790000043,None,526.862790000043,None,528.54235491,None,528.54235491,None,528.54235491,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,5,185,14,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,positive,j,j,1,0.965786300017498,528.548384400026,529.561456600029,529.544911800011,None,528.548384400026,None,528.548384400026,None,528.548384400026,None,530.509135610022,None,530.509135610022,None,530.509135610022,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,6,186,4,,NaN,NaN,,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,0.732276100025047,530.513278400002,531.525851000042,531.511393000023,None,530.513278400002,None,530.513278400002,None,530.513278400002,None,532.242464910034,None,532.242464910034,None,532.242464910034,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,7,187,10,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.649355200002901,532.249099500012,533.261436200002,533.242515400052,None,532.249099500012,None,532.249099500012,None,532.249099500012,None,533.894644110004,None,533.894644110004,None,533.894644110004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,8,188,2,,NaN,NaN,,NaN,,NaN,,main,2,2,1,positive,positive,j,j,1,0.712427699996624,533.897675600019,534.908796400006,534.892132600013,None,533.897675600019,None,533.897675600019,None,533.897675600019,None,535.608713310043,None,535.608713310043,None,535.608713310043,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,9,189,16,,NaN,NaN,,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,0.785584600002039,535.608789800026,536.608821600035,536.608821600035,None,535.608789800026,None,535.608789800026,None,535.608789800026,None,537.392378710041,None,537.392378710041,None,537.392378710041,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,10,190,0,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,l,l,1,0.762507700012065,537.400188200001,538.411398900033,538.394754400011,None,537.400188200001,None,537.400188200001,None,537.400188200001,None,539.158996910037,None,539.158996910037,None,539.158996910037,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,11,191,17,,NaN,NaN,,NaN,,NaN,,main,1,1,2,neutral,positive,j,j,1,1.14717090001795,539.163137900003,540.177992700017,540.161326100002,None,539.163137900003,None,539.163137900003,None,539.163137900003,None,541.308944210008,None,541.308944210008,None,541.308944210008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,12,192,7,,NaN,NaN,,NaN,,NaN,,main,1,1,1,negative,neutral,k,k,1,0.864917300001252,541.312162300048,542.311287900025,542.311287900025,None,541.312162300048,None,541.312162300048,None,541.312162300048,None,543.175562210038,None,543.175562210038,None,543.175562210038,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,13,193,5,,NaN,NaN,,NaN,,NaN,,main,1,1,1,negative,positive,j,j,1,0.764842999982648,543.178924200009,544.194488000008,544.175623100018,None,543.178924200009,None,543.178924200009,None,543.178924200009,None,544.941841210012,None,544.941841210012,None,544.941841210012,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,14,194,9,,NaN,NaN,,NaN,,NaN,,main,2,2,2,negative,negative,l,l,1,0.831484800030012,544.9419337,545.941902600054,545.941902600054,None,544.9419337,None,544.9419337,None,544.9419337,None,546.775190510036,None,546.775190510036,None,546.775190510036,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,15,195,8,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,positive,j,j,1,0.798919999971986,546.777897700027,547.777801600052,547.761483600014,None,546.777897700027,None,546.777897700027,None,546.777897700027,None,548.57544721,None,548.57544721,None,548.57544721,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,16,196,3,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,negative,l,l,1,0.731380999961402,548.58382390003,549.594421900052,549.577800100029,None,548.58382390003,None,548.58382390003,None,548.58382390003,None,550.308742110041,None,550.308742110041,None,550.308742110041,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,17,197,15,,NaN,NaN,,NaN,,NaN,,main,2,2,2,positive,negative,l,l,1,0.698246499989182,550.315139400016,551.327771500044,551.311101700005,None,550.315139400016,None,550.315139400016,None,550.315139400016,None,552.008709410037,None,552.008709410037,None,552.008709410037,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,0,198,2,,NaN,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,j,j,1,0.764145200024359,552.012864600052,553.027731500042,553.011100400006,None,552.012864600052,None,552.012864600052,None,552.012864600052,None,553.77532991005,None,553.77532991005,None,553.77532991005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,1,199,1,,NaN,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,0.700806199980434,553.778802100045,554.79429510003,554.775402800005,None,553.778802100045,None,553.778802100045,None,553.778802100045,None,555.477801910025,None,555.477801910025,None,555.477801910025,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,2,200,13,,NaN,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,1.2958493999904,555.491944800015,556.491907500022,556.475340500008,None,555.491944800015,None,555.491944800015,None,555.491944800015,None,557.775162610057,None,557.775162610057,None,557.775162610057,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,3,201,6,,NaN,NaN,,NaN,,NaN,,main,1,1,1,positive,negative,l,l,1,0.781795800023247,557.778613200004,558.791893600021,558.775226400001,None,557.778613200004,None,557.778613200004,None,557.778613200004,None,559.558439510007,None,559.558439510007,None,559.558439510007,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,4,202,14,,NaN,NaN,,NaN,,NaN,,main,2,2,2,negative,positive,j,j,1,0.681417600018904,559.561876300024,560.575169700023,560.558505100023,None,559.561876300024,None,559.561876300024,None,559.561876300024,None,561.24178141001,None,561.24178141001,None,561.24178141001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,5,203,4,,NaN,NaN,,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,0.648310899967328,561.245169600006,562.258567800047,562.241848000034,None,561.245169600006,None,561.245169600006,None,561.245169600006,None,562.891775410046,None,562.891775410046,None,562.891775410046,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,6,204,15,,NaN,NaN,,NaN,,NaN,,main,1,1,2,positive,negative,l,l,1,0.748632900009397,562.908553700021,563.908507100015,563.891821300029,None,562.908553700021,None,562.908553700021,None,562.908553700021,None,564.641795310023,None,564.641795310023,None,564.641795310023,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,7,205,11,,NaN,NaN,,NaN,,NaN,,main,1,1,2,positive,positive,j,j,1,0.763997200003359,564.64595830004,565.65844290005,565.64408420003,None,564.64595830004,None,564.64595830004,None,564.64595830004,None,566.40836911003,None,566.40836911003,None,566.40836911003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,8,206,17,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,j,j,1,0.736659499991219,566.411978000018,567.434532700048,567.412045600009,None,566.411978000018,None,566.411978000018,None,566.411978000018,None,568.141364010057,None,568.141364010057,None,568.141364010057,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,9,207,16,,NaN,NaN,,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,0.676206700038165,568.146501000039,569.1580923,569.141429700016,None,568.146501000039,None,568.146501000039,None,568.146501000039,None,569.824724810029,None,569.824724810029,None,569.824724810029,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,10,208,0,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,l,l,1,0.651250700000674,569.828704500047,570.844033600006,570.810772200057,None,569.828704500047,None,569.828704500047,None,569.828704500047,None,571.477236110024,None,571.477236110024,None,571.477236110024,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,11,209,5,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,positive,j,j,1,0.762688099988736,571.480531600013,572.493856700021,572.47727470001,None,571.480531600013,None,571.480531600013,None,571.480531600013,None,573.24162351003,None,573.24162351003,None,573.24162351003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,12,210,9,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,negative,l,l,1,0.764752999995835,573.244901400001,574.243966700044,574.243966700044,None,573.244901400001,None,573.244901400001,None,573.244901400001,None,575.008248810022,None,575.008248810022,None,575.008248810022,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,13,211,3,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,negative,l,l,1,0.81503050000174,575.011359800003,576.008291400038,576.008291400038,None,575.011359800003,None,575.011359800003,None,575.011359800003,None,576.82485621004,None,576.82485621004,None,576.82485621004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,14,212,8,,NaN,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,j,j,1,0.814631899993401,576.828200500051,577.841235500004,577.824578700005,None,576.828200500051,None,576.828200500051,None,576.828200500051,None,578.641128910013,None,578.641128910013,None,578.641128910013,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,15,213,10,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.631898800027557,578.641201700026,579.641234000039,579.641234000039,None,578.641201700026,None,578.641201700026,None,578.641201700026,None,580.274563710036,None,580.274563710036,None,580.274563710036,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,16,214,7,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,neutral,k,k,1,0.881845200026873,580.281034700049,581.29383390001,581.277159800055,None,580.281034700049,None,580.281034700049,None,580.281034700049,None,582.158103010041,None,582.158103010041,None,582.158103010041,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,17,215,12,,NaN,NaN,,NaN,,NaN,,main,1,1,2,neutral,negative,l,l,1,0.714933799987193,582.161320200015,583.160435800033,583.160435800033,None,582.161320200015,None,582.161320200015,None,582.161320200015,None,583.874732310016,None,583.874732310016,None,583.874732310016,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,0,216,16,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,neutral,k,k,1,0.89822589996038,583.880224600027,584.893672500039,584.877003800008,None,583.880224600027,None,583.880224600027,None,583.880224600027,None,585.77466351004,None,585.77466351004,None,585.77466351004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,1,217,2,,NaN,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,j,j,1,0.884356900001876,585.778009400005,586.791371200001,586.777030200057,None,585.778009400005,None,585.778009400005,None,585.778009400005,None,587.660724810039,None,587.660724810039,None,587.660724810039,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,2,218,1,,NaN,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,0.72859499999322,587.660911500046,588.674332100025,588.657659700024,None,587.660911500046,None,587.660911500046,None,587.660911500046,None,589.390922710014,None,589.390922710014,None,589.390922710014,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,3,219,3,,NaN,NaN,,NaN,,NaN,,main,2,2,1,neutral,negative,l,l,1,0.865545200009365,589.391467900015,590.393643200048,590.376933600055,None,589.391467900015,None,589.391467900015,None,589.391467900015,None,591.25796841004,None,591.25796841004,None,591.25796841004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,4,220,6,,NaN,NaN,,NaN,,NaN,,main,1,1,1,positive,negative,l,l,1,0.683917199959978,591.261546600028,592.276891500049,592.260268400016,None,591.261546600028,None,591.261546600028,None,591.261546600028,None,592.943503010034,None,592.943503010034,None,592.943503010034,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,5,221,11,,NaN,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,j,j,1,0.812578599958215,592.946715600032,593.957922800037,593.943587100017,None,592.946715600032,None,592.946715600032,None,592.946715600032,None,594.757809710054,None,594.757809710054,None,594.757809710054,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,6,222,14,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,positive,j,j,1,0.765394499991089,594.760971900017,595.760073300044,595.760073300044,None,594.760971900017,None,594.760971900017,None,594.760971900017,None,596.524785710039,None,596.524785710039,None,596.524785710039,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,7,223,13,,NaN,NaN,,NaN,,NaN,,main,1,1,2,positive,neutral,k,k,1,0.731148999999277,596.530773400038,597.54083730001,597.524164600007,None,596.530773400038,None,596.530773400038,None,596.530773400038,None,598.25740631001,None,598.25740631001,None,598.25740631001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,8,224,4,,NaN,NaN,,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,0.581434899999294,598.262687000039,599.274165600014,599.257494400023,None,598.262687000039,None,598.262687000039,None,598.262687000039,None,599.840743010055,None,599.840743010055,None,599.840743010055,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,9,225,10,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.582018000015523,599.841280600056,600.84082120005,600.84082120005,None,599.841280600056,None,599.841280600056,None,599.841280600056,None,601.424390710023,None,601.424390710023,None,601.424390710023,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,10,226,0,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,l,l,1,0.71509650000371,601.428078800032,602.443434300018,602.426811400044,None,601.428078800032,None,601.428078800032,None,601.428078800032,None,603.141007710021,None,603.141007710021,None,603.141007710021,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,11,227,15,,NaN,NaN,,NaN,,NaN,,main,1,1,2,positive,negative,l,l,1,0.748132699984126,603.144821200054,604.160045800032,604.14335930004,None,603.144821200054,None,603.144821200054,None,603.144821200054,None,604.890937510011,None,604.890937510011,None,604.890937510011,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,12,228,9,,NaN,NaN,,NaN,,NaN,,main,2,2,2,negative,negative,l,l,1,0.750426899990998,604.894448800012,605.909922000021,605.893302100012,None,604.894448800012,None,604.894448800012,None,604.894448800012,None,606.643040410016,None,606.643040410016,None,606.643040410016,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,13,229,7,,NaN,NaN,,NaN,,NaN,,main,1,1,1,negative,neutral,k,k,1,0.746313599986024,606.645898100047,607.659886800044,607.643214200041,None,606.645898100047,None,606.645898100047,None,606.645898100047,None,608.390877410019,None,608.390877410019,None,608.390877410019,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,14,230,17,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,j,j,1,0.61458389996551,608.394395100011,609.407259300002,609.390591100033,None,608.394395100011,None,608.394395100011,None,608.394395100011,None,610.007168610004,None,610.007168610004,None,610.007168610004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,15,231,8,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,positive,j,j,1,0.648423500009812,610.007227900031,611.007280700025,611.007280700025,None,610.007227900031,None,610.007227900031,None,610.007227900031,None,611.65749771003,None,611.65749771003,None,611.65749771003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,16,232,5,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,positive,j,j,1,0.600148199999239,611.661601900007,612.676357900025,612.659806800017,None,611.661601900007,None,611.661601900007,None,611.661601900007,None,613.259783410007,None,613.259783410007,None,613.259783410007,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,17,233,12,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,negative,l,l,1,0.731439900002442,613.265539300046,614.276464200055,614.259877300006,None,613.265539300046,None,613.265539300046,None,613.265539300046,None,614.992985610041,None,614.992985610041,None,614.992985610041,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,0,234,14,,NaN,NaN,,NaN,,NaN,,main,2,2,2,negative,positive,j,j,1,0.795971699990332,614.996191500046,616.009693700005,615.993076500017,None,614.996191500046,None,614.996191500046,None,614.996191500046,None,616.790694610047,None,616.790694610047,None,616.790694610047,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,1,235,0,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,l,l,1,0.815540899988264,616.796320700028,617.809680400009,617.793052500056,None,616.796320700028,None,616.796320700028,None,616.796320700028,None,618.607733410032,None,618.607733410032,None,618.607733410032,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,2,236,3,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,negative,l,l,1,0.597331000026315,618.613907400053,619.623714600049,619.607048600039,None,618.613907400053,None,618.613907400053,None,618.613907400053,None,620.206957010034,None,620.206957010034,None,620.206957010034,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
